Date,Region,Temperature (K),Rainfall (mm),Humidity (%),Crop Yield Impact Score
2043-05-26,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-26,Winterfell,307.45,18.0,94.9,0.82
2043-05-26,Shangri-La,310.35,305.4,55.7,1.97
2043-05-26,Wakanda,310.65,469.4,74.3,2.19
2043-05-26,Gotham,297.85,372.2,95.2,0.62
2043-05-26,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-26,Narnia,295.45,41.0,52.5,1.01
2043-05-26,Winterfell,307.45,18.0,94.9,0.82
2043-05-26,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-26,Atlantis,309.95,133.1,66.8,0.96
2043-05-26,Neverland,306.85,326.9,60.1,2.04
2043-05-26,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-26,Avalon,309.75,314.6,88.4,1.41
2043-05-26,Emerald City,301.95,373.5,78.9,1.74
2043-05-26,Rivendell,305.15,215.5,63.9,0.66
2043-05-26,Dragonstone,300.25,71.8,53.7,1.54
2043-05-26,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-26,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-26,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-26,El Dorado,306.45,79.1,48.5,1.1
2043-05-26,Narnia,295.45,41.0,52.5,1.01
2043-05-26,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-26,Avalon,309.75,314.6,88.4,1.41
2043-05-26,Dragonstone,300.25,71.8,53.7,1.54
2043-05-26,Neverland,306.85,326.9,60.1,2.04
2043-05-26,Mystic Falls,305.65,48.8,63.0,0.77
2043-05-26,Atlantis,309.95,133.1,66.8,0.96
2043-05-26,Rivendell,305.15,215.5,63.9,0.66
2043-05-26,Winterfell,307.45,18.0,94.9,0.82
2043-05-26,Starling City,297.65,135.9,87.2,0.99
2043-05-26,Gotham,297.85,372.2,95.2,0.62
2043-05-26,Eldoria,304.04999999999995,9.3,60.6,2.15
2043-05-26,Dragonstone,300.25,71.8,53.7,1.54
2043-05-26,Narnia,295.45,41.0,52.5,1.01
2043-05-26,El Dorado,306.45,79.1,48.5,1.1
2043-05-26,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-26,Elysium,305.95,282.1,63.8,1.28
2043-05-26,Wakanda,310.65,469.4,74.3,2.19
2043-05-26,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-26,Metropolis,297.15,72.9,53.4,1.08
2043-05-26,Emerald City,301.95,373.5,78.9,1.74
2043-05-26,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-26,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-26,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-26,Shangri-La,310.35,305.4,55.7,1.97
2043-05-26,Mystic Falls,305.65,48.8,63.0,0.77
2043-05-26,Arcadia,293.35,27.8,48.9,1.47
2043-05-26,Starling City,297.65,135.9,87.2,0.99
2043-05-26,Eldoria,304.04999999999995,9.3,60.6,2.15
2043-05-26,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-26,Metropolis,297.15,72.9,53.4,1.08
2043-05-26,Arcadia,293.35,27.8,48.9,1.47
2043-05-26,Elysium,305.95,282.1,63.8,1.28
2043-05-26,Shangri-La,310.35,305.4,55.7,1.97
2043-05-26,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-26,Gotham,297.85,372.2,95.2,0.62
2043-05-26,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-26,Wakanda,310.65,469.4,74.3,2.19
2043-05-26,Arcadia,293.35,27.8,48.9,1.47
2043-05-26,Eldoria,304.04999999999995,9.3,60.6,2.15
2043-05-26,Metropolis,297.15,72.9,53.4,1.08
2043-05-26,Mystic Falls,305.65,48.8,63.0,0.77
2043-05-26,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-26,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-26,Metropolis,297.15,72.9,53.4,1.08
2043-05-26,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-26,Eldoria,304.04999999999995,9.3,60.6,2.15
2043-05-26,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-26,Starling City,297.65,135.9,87.2,0.99
2043-05-26,Rivendell,305.15,215.5,63.9,0.66
2043-05-26,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-26,Gotham,297.85,372.2,95.2,0.62
2043-05-26,Mystic Falls,305.65,48.8,63.0,0.77
2043-05-26,Neverland,306.85,326.9,60.1,2.04
2043-05-26,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-26,Winterfell,307.45,18.0,94.9,0.82
2043-05-26,Emerald City,301.95,373.5,78.9,1.74
2043-05-26,Atlantis,309.95,133.1,66.8,0.96
2043-05-26,Rivendell,305.15,215.5,63.9,0.66
2043-05-26,Avalon,309.75,314.6,88.4,1.41
2043-05-26,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-26,Narnia,295.45,41.0,52.5,1.01
2043-05-26,Wakanda,310.65,469.4,74.3,2.19
2043-05-26,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-26,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-26,Gotham,297.85,372.2,95.2,0.62
2043-05-26,Shangri-La,310.35,305.4,55.7,1.97
2043-05-26,Arcadia,293.35,27.8,48.9,1.47
2043-05-26,El Dorado,306.45,79.1,48.5,1.1
2043-05-26,Metropolis,297.15,72.9,53.4,1.08
2043-05-26,Eldoria,304.04999999999995,9.3,60.6,2.15
2043-05-26,Starling City,297.65,135.9,87.2,0.99
2043-05-26,Winterfell,307.45,18.0,94.9,0.82
2043-05-26,Elysium,305.95,282.1,63.8,1.28
2043-05-26,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-26,Narnia,295.45,41.0,52.5,1.01
2043-05-26,Atlantis,309.95,133.1,66.8,0.96
2043-05-26,Starling City,297.65,135.9,87.2,0.99
2043-05-26,Emerald City,301.95,373.5,78.9,1.74
2043-05-26,Dragonstone,300.25,71.8,53.7,1.54
2043-05-26,Wakanda,310.65,469.4,74.3,2.19
2043-05-26,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-26,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-26,Winterfell,307.45,18.0,94.9,0.82
2043-05-26,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-26,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-26,Avalon,309.75,314.6,88.4,1.41
2043-05-26,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-26,Shangri-La,310.35,305.4,55.7,1.97
2043-05-26,Elysium,305.95,282.1,63.8,1.28
2043-05-26,Arcadia,293.35,27.8,48.9,1.47
2043-05-26,El Dorado,306.45,79.1,48.5,1.1
2043-05-26,Dragonstone,300.25,71.8,53.7,1.54
2043-05-26,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-26,Shangri-La,310.35,305.4,55.7,1.97
2043-05-26,Neverland,306.85,326.9,60.1,2.04
2043-05-26,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-26,Gotham,297.85,372.2,95.2,0.62
2043-05-26,Emerald City,301.95,373.5,78.9,1.74
2043-05-26,Narnia,295.45,41.0,52.5,1.01
2043-05-26,Dragonstone,300.25,71.8,53.7,1.54
2043-05-26,Elysium,305.95,282.1,63.8,1.28
2043-05-26,Wakanda,310.65,469.4,74.3,2.19
2043-05-26,Rivendell,305.15,215.5,63.9,0.66
2043-05-26,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-26,El Dorado,306.45,79.1,48.5,1.1
2043-05-26,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-26,Avalon,309.75,314.6,88.4,1.41
2043-05-26,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-26,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-26,Emerald City,301.95,373.5,78.9,1.74
2043-05-26,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-27,Wakanda,310.65,469.4,74.3,2.19
2043-05-27,Arcadia,293.35,27.8,48.9,1.47
2043-05-27,Elysium,305.95,282.1,63.8,1.28
2043-05-27,Shangri-La,310.35,305.4,55.7,1.97
2043-05-27,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-27,Avalon,309.75,314.6,88.4,1.41
2043-05-27,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-27,Atlantis,309.95,133.1,66.8,0.96
2043-05-27,Metropolis,297.15,72.9,53.4,1.08
2043-05-27,Gotham,297.85,372.2,95.2,0.62
2043-05-27,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-27,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-27,Wakanda,310.65,469.4,74.3,2.19
2043-05-27,Dragonstone,300.25,71.8,53.7,1.54
2043-05-27,Narnia,295.45,41.0,52.5,1.01
2043-05-27,Emerald City,301.95,373.5,78.9,1.74
2043-05-27,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-27,Rivendell,305.15,215.5,63.9,0.66
2043-05-27,Neverland,306.85,326.9,60.1,2.04
2043-05-27,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-27,Starling City,297.65,135.9,87.2,0.99
2043-05-27,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-27,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-27,Wakanda,310.65,469.4,74.3,2.19
2043-05-27,Dragonstone,300.25,71.8,53.7,1.54
2043-05-27,Narnia,295.45,41.0,52.5,1.01
2043-05-27,Emerald City,301.95,373.5,78.9,1.74
2043-05-27,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-27,Eldoria,304.04999999999995,9.3,60.6,2.15
2043-05-27,Neverland,306.85,326.9,60.1,2.04
2043-05-27,Atlantis,309.95,133.1,66.8,0.96
2043-05-27,Gotham,297.85,372.2,95.2,0.62
2043-05-27,Arcadia,293.35,27.8,48.9,1.47
2043-05-27,Metropolis,297.15,72.9,53.4,1.08
2043-05-27,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-27,Rivendell,305.15,215.5,63.9,0.66
2043-05-27,Winterfell,307.45,18.0,94.9,0.82
2043-05-27,Mystic Falls,305.65,48.8,63.0,0.77
2043-05-27,El Dorado,306.45,79.1,48.5,1.1
2043-05-27,Metropolis,297.15,72.9,53.4,1.08
2043-05-27,Gotham,297.85,372.2,95.2,0.62
2043-05-27,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-27,El Dorado,306.45,79.1,48.5,1.1
2043-05-27,Starling City,297.65,135.9,87.2,0.99
2043-05-27,Avalon,309.75,314.6,88.4,1.41
2043-05-27,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-27,Shangri-La,310.35,305.4,55.7,1.97
2043-05-27,Elysium,305.95,282.1,63.8,1.28
2043-05-27,Winterfell,307.45,18.0,94.9,0.82
2043-05-27,Winterfell,307.45,18.0,94.9,0.82
2043-05-27,Avalon,309.75,314.6,88.4,1.41
2043-05-27,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-27,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-27,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-27,El Dorado,306.45,79.1,48.5,1.1
2043-05-27,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-27,Eldoria,304.04999999999995,9.3,60.6,2.15
2043-05-27,Mystic Falls,305.65,48.8,63.0,0.77
2043-05-27,Atlantis,309.95,133.1,66.8,0.96
2043-05-27,Eldoria,304.04999999999995,9.3,60.6,2.15
2043-05-27,Wakanda,310.65,469.4,74.3,2.19
2043-05-27,Atlantis,309.95,133.1,66.8,0.96
2043-05-27,Mystic Falls,305.65,48.8,63.0,0.77
2043-05-27,Neverland,306.85,326.9,60.1,2.04
2043-05-27,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-27,Emerald City,301.95,373.5,78.9,1.74
2043-05-27,Narnia,295.45,41.0,52.5,1.01
2043-05-27,Arcadia,293.35,27.8,48.9,1.47
2043-05-27,Dragonstone,300.25,71.8,53.7,1.54
2043-05-27,Elysium,305.95,282.1,63.8,1.28
2043-05-27,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-27,Avalon,309.75,314.6,88.4,1.41
2043-05-27,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-27,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-27,El Dorado,306.45,79.1,48.5,1.1
2043-05-27,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-27,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-27,Shangri-La,310.35,305.4,55.7,1.97
2043-05-27,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-27,Avalon,309.75,314.6,88.4,1.41
2043-05-27,Arcadia,293.35,27.8,48.9,1.47
2043-05-27,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-27,Starling City,297.65,135.9,87.2,0.99
2043-05-27,Eldoria,304.04999999999995,9.3,60.6,2.15
2043-05-27,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-27,Arcadia,293.35,27.8,48.9,1.47
2043-05-27,Elysium,305.95,282.1,63.8,1.28
2043-05-27,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-27,Shangri-La,310.35,305.4,55.7,1.97
2043-05-27,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-27,Emerald City,301.95,373.5,78.9,1.74
2043-05-27,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-27,Dragonstone,300.25,71.8,53.7,1.54
2043-05-27,Shangri-La,310.35,305.4,55.7,1.97
2043-05-27,Mystic Falls,305.65,48.8,63.0,0.77
2043-05-27,Starling City,297.65,135.9,87.2,0.99
2043-05-27,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-27,Metropolis,297.15,72.9,53.4,1.08
2043-05-27,Arcadia,293.35,27.8,48.9,1.47
2043-05-27,Elysium,305.95,282.1,63.8,1.28
2043-05-27,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-27,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-27,Winterfell,307.45,18.0,94.9,0.82
2043-05-27,Rivendell,305.15,215.5,63.9,0.66
2043-05-27,Atlantis,309.95,133.1,66.8,0.96
2043-05-27,Mystic Falls,305.65,48.8,63.0,0.77
2043-05-27,Neverland,306.85,326.9,60.1,2.04
2043-05-27,Narnia,295.45,41.0,52.5,1.01
2043-05-27,Dragonstone,300.25,71.8,53.7,1.54
2043-05-27,Eldoria,304.04999999999995,9.3,60.6,2.15
2043-05-27,Neverland,306.85,326.9,60.1,2.04
2043-05-27,Metropolis,297.15,72.9,53.4,1.08
2043-05-27,Emerald City,301.95,373.5,78.9,1.74
2043-05-27,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-27,Wakanda,310.65,469.4,74.3,2.19
2043-05-27,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-27,Gotham,297.85,372.2,95.2,0.62
2043-05-27,Atlantis,309.95,133.1,66.8,0.96
2043-05-27,Mystic Falls,305.65,48.8,63.0,0.77
2043-05-27,Neverland,306.85,326.9,60.1,2.04
2043-05-27,Narnia,295.45,41.0,52.5,1.01
2043-05-27,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-27,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-27,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-27,Avalon,309.75,314.6,88.4,1.41
2043-05-27,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-27,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-27,El Dorado,306.45,79.1,48.5,1.1
2043-05-27,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-27,Emerald City,301.95,373.5,78.9,1.74
2043-05-27,Metropolis,297.15,72.9,53.4,1.08
2043-05-27,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-27,Rivendell,305.15,215.5,63.9,0.66
2043-05-27,Narnia,295.45,41.0,52.5,1.01
2043-05-27,Dragonstone,300.25,71.8,53.7,1.54
2043-05-27,El Dorado,306.45,79.1,48.5,1.1
2043-05-27,Elysium,305.95,282.1,63.8,1.28
2043-05-27,Eldoria,304.04999999999995,9.3,60.6,2.15
2043-05-27,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-27,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-27,Shangri-La,310.35,305.4,55.7,1.97
2043-05-27,Wakanda,310.65,469.4,74.3,2.19
2043-05-28,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-28,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-28,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-28,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-28,Metropolis,297.15,72.9,53.4,1.08
2043-05-28,Wakanda,310.65,469.4,74.3,2.19
2043-05-28,Dragonstone,300.25,71.8,53.7,1.54
2043-05-28,Emerald City,301.95,373.5,78.9,1.74
2043-05-28,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-28,Arcadia,293.35,27.8,48.9,1.47
2043-05-28,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-28,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-28,Narnia,295.45,41.0,52.5,1.01
2043-05-28,Atlantis,309.95,133.1,66.8,0.96
2043-05-28,Dragonstone,300.25,71.8,53.7,1.54
2043-05-28,Gotham,297.85,372.2,95.2,0.62
2043-05-28,Rivendell,305.15,215.5,63.9,0.66
2043-05-28,Winterfell,307.45,18.0,94.9,0.82
2043-05-28,Starling City,297.65,135.9,87.2,0.99
2043-05-28,Eldoria,304.04999999999995,9.3,60.6,2.15
2043-05-28,Mystic Falls,305.65,48.8,63.0,0.77
2043-05-28,Neverland,306.85,326.9,60.1,2.04
2043-05-28,Neverland,306.85,326.9,60.1,2.04
2043-05-28,Mystic Falls,305.65,48.8,63.0,0.77
2043-05-28,Starling City,297.65,135.9,87.2,0.99
2043-05-28,Winterfell,307.45,18.0,94.9,0.82
2043-05-28,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-28,Rivendell,305.15,215.5,63.9,0.66
2043-05-28,Atlantis,309.95,133.1,66.8,0.96
2043-05-28,Mystic Falls,305.65,48.8,63.0,0.77
2043-05-28,Eldoria,304.04999999999995,9.3,60.6,2.15
2043-05-28,Neverland,306.85,326.9,60.1,2.04
2043-05-28,Emerald City,301.95,373.5,78.9,1.74
2043-05-28,Narnia,295.45,41.0,52.5,1.01
2043-05-28,Wakanda,310.65,469.4,74.3,2.19
2043-05-28,El Dorado,306.45,79.1,48.5,1.1
2043-05-28,Starling City,297.65,135.9,87.2,0.99
2043-05-28,Avalon,309.75,314.6,88.4,1.41
2043-05-28,Neverland,306.85,326.9,60.1,2.04
2043-05-28,El Dorado,306.45,79.1,48.5,1.1
2043-05-28,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-28,Avalon,309.75,314.6,88.4,1.41
2043-05-28,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-28,Shangri-La,310.35,305.4,55.7,1.97
2043-05-28,Shangri-La,310.35,305.4,55.7,1.97
2043-05-28,Elysium,305.95,282.1,63.8,1.28
2043-05-28,Arcadia,293.35,27.8,48.9,1.47
2043-05-28,Metropolis,297.15,72.9,53.4,1.08
2043-05-28,Elysium,305.95,282.1,63.8,1.28
2043-05-28,Arcadia,293.35,27.8,48.9,1.47
2043-05-28,Gotham,297.85,372.2,95.2,0.62
2043-05-28,Rivendell,305.15,215.5,63.9,0.66
2043-05-28,Winterfell,307.45,18.0,94.9,0.82
2043-05-28,Starling City,297.65,135.9,87.2,0.99
2043-05-28,Eldoria,304.04999999999995,9.3,60.6,2.15
2043-05-28,Atlantis,309.95,133.1,66.8,0.96
2043-05-28,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-28,Winterfell,307.45,18.0,94.9,0.82
2043-05-28,Gotham,297.85,372.2,95.2,0.62
2043-05-28,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-28,Shangri-La,310.35,305.4,55.7,1.97
2043-05-28,Elysium,305.95,282.1,63.8,1.28
2043-05-28,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-28,El Dorado,306.45,79.1,48.5,1.1
2043-05-28,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-28,Avalon,309.75,314.6,88.4,1.41
2043-05-28,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-28,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-28,Wakanda,310.65,469.4,74.3,2.19
2043-05-28,Dragonstone,300.25,71.8,53.7,1.54
2043-05-28,Narnia,295.45,41.0,52.5,1.01
2043-05-28,Emerald City,301.95,373.5,78.9,1.74
2043-05-28,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-28,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-28,Mystic Falls,305.65,48.8,63.0,0.77
2043-05-28,Atlantis,309.95,133.1,66.8,0.96
2043-05-28,Rivendell,305.15,215.5,63.9,0.66
2043-05-28,Gotham,297.85,372.2,95.2,0.62
2043-05-28,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-28,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-28,Eldoria,304.04999999999995,9.3,60.6,2.15
2043-05-28,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-28,Metropolis,297.15,72.9,53.4,1.08
2043-05-28,Elysium,305.95,282.1,63.8,1.28
2043-05-28,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-28,Shangri-La,310.35,305.4,55.7,1.97
2043-05-28,Metropolis,297.15,72.9,53.4,1.08
2043-05-28,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-28,Avalon,309.75,314.6,88.4,1.41
2043-05-28,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-28,El Dorado,306.45,79.1,48.5,1.1
2043-05-28,Winterfell,307.45,18.0,94.9,0.82
2043-05-28,Rivendell,305.15,215.5,63.9,0.66
2043-05-28,Gotham,297.85,372.2,95.2,0.62
2043-05-28,Atlantis,309.95,133.1,66.8,0.96
2043-05-28,Mystic Falls,305.65,48.8,63.0,0.77
2043-05-28,Neverland,306.85,326.9,60.1,2.04
2043-05-28,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-28,Emerald City,301.95,373.5,78.9,1.74
2043-05-28,Narnia,295.45,41.0,52.5,1.01
2043-05-28,Dragonstone,300.25,71.8,53.7,1.54
2043-05-28,Wakanda,310.65,469.4,74.3,2.19
2043-05-28,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-28,Arcadia,293.35,27.8,48.9,1.47
2043-05-28,Elysium,305.95,282.1,63.8,1.28
2043-05-28,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-28,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-28,Avalon,309.75,314.6,88.4,1.41
2043-05-28,Mystic Falls,305.65,48.8,63.0,0.77
2043-05-28,Starling City,297.65,135.9,87.2,0.99
2043-05-28,Winterfell,307.45,18.0,94.9,0.82
2043-05-28,Starling City,297.65,135.9,87.2,0.99
2043-05-28,Arcadia,293.35,27.8,48.9,1.47
2043-05-28,Emerald City,301.95,373.5,78.9,1.74
2043-05-28,Narnia,295.45,41.0,52.5,1.01
2043-05-28,Dragonstone,300.25,71.8,53.7,1.54
2043-05-28,Wakanda,310.65,469.4,74.3,2.19
2043-05-28,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-28,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-28,Rivendell,305.15,215.5,63.9,0.66
2043-05-28,Atlantis,309.95,133.1,66.8,0.96
2043-05-28,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-28,Neverland,306.85,326.9,60.1,2.04
2043-05-28,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-28,Emerald City,301.95,373.5,78.9,1.74
2043-05-28,Narnia,295.45,41.0,52.5,1.01
2043-05-28,Dragonstone,300.25,71.8,53.7,1.54
2043-05-28,Arcadia,293.35,27.8,48.9,1.47
2043-05-28,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-28,Wakanda,310.65,469.4,74.3,2.19
2043-05-28,El Dorado,306.45,79.1,48.5,1.1
2043-05-28,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-28,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-28,Shangri-La,310.35,305.4,55.7,1.97
2043-05-28,Avalon,309.75,314.6,88.4,1.41
2043-05-28,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-28,Shangri-La,310.35,305.4,55.7,1.97
2043-05-28,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-28,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-28,Elysium,305.95,282.1,63.8,1.28
2043-05-28,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-28,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-28,Gotham,297.85,372.2,95.2,0.62
2043-05-28,El Dorado,306.45,79.1,48.5,1.1
2043-05-29,Valhalla,303.54999999999995,415.3,49.2,0.78
2043-05-29,Avalon,309.75,314.6,88.4,1.41
2043-05-29,Camelot,298.54999999999995,346.6,50.5,1.46
2043-05-29,El Dorado,306.45,79.1,48.5,1.1
2043-05-29,Avalon,309.75,314.6,88.4,1.41
2043-05-29,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-29,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-29,Narnia,295.45,41.0,52.5,1.01
2043-05-29,Dragonstone,300.25,71.8,53.7,1.54
2043-05-29,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-29,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-29,Arcadia,293.35,27.8,48.9,1.47
2043-05-29,Metropolis,297.15,72.9,53.4,1.08
2043-05-29,Eldoria,304.04999999999995,9.3,60.6,2.15
2043-05-29,Wakanda,310.65,469.4,74.3,2.19
2043-05-29,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-29,Elysium,305.95,282.1,63.8,1.28
2043-05-29,Winterfell,307.45,18.0,94.9,0.82
2043-05-29,Mystic Falls,305.65,48.8,63.0,0.77
2043-05-29,Neverland,306.85,326.9,60.1,2.04
2043-05-29,Emerald City,301.95,373.5,78.9,1.74
2043-05-29,Eldoria,304.04999999999995,9.3,60.6,2.15
2043-05-29,Narnia,295.45,41.0,52.5,1.01
2043-05-29,Dragonstone,300.25,71.8,53.7,1.54
2043-05-29,Wakanda,310.65,469.4,74.3,2.19
2043-05-29,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-29,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-29,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-29,Zion,310.85,448.0,50.8,1.52
2043-05-29,El Dorado,293.25,276.5,75.2,1.78
2043-05-29,Camelot,297.15,207.8,94.3,0.99
2043-05-29,Starling City,297.65,135.9,87.2,0.99
2043-05-29,Olympus,299.04999999999995,25.2,76.3,1.59
2043-05-29,Atlantis,309.95,133.1,66.8,0.96
2043-05-29,Pandora,297.54999999999995,449.6,52.0,1.79
2043-05-29,Neverland,306.85,326.9,60.1,2.04
2043-05-29,Hogsmeade,295.65,338.3,73.8,0.88
2043-05-29,Emerald City,301.95,373.5,78.9,1.74
2043-05-29,Narnia,295.45,41.0,52.5,1.01
2043-05-29,Dragonstone,300.25,71.8,53.7,1.54
2043-05-29,Asgard,302.54999999999995,436.2,50.7,0.93
2043-05-29,Zion,302.54999999999995,150.9,50.6,0.75
2043-05-29,Avalon,309.95,23.4,79.4,1.77
2043-05-29,Metropolis,297.15,72.9,53.4,1.08
2043-05-29,Rivendell,305.15,215.5,63.9,0.66
2043-05-29,Atlantis,309.95,133.1,66.8,0.96
2043-05-29,Gotham,297.85,372.2,95.2,0.62
2043-05-29,Rivendell,305.15,215.5,63.9,0.66
2043-05-29,Winterfell,307.45,18.0,94.9,0.82
